sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,state
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.369026,2024-07-15 14:49:13.373318,1721026153.369026,1721026153.373318,0.322285,0.326577,0.004293,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,417422.618,497552.853,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0011153221130371,0.0008584022521972,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1075.5,64032.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000957,0.000106,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.424154,2024-07-15 14:49:13.425904,1721026153.424154,1721026153.425904,0.377413,0.379163,0.001751,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,507140.988,607655.418,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007550716400146,0.0008749961853027,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1056.0,63985.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000715,0.00016,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:13.438160,2024-07-15 14:49:13.442438,1721026153.43816,1721026153.442438,0.391419,0.395697,0.004279,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,209397.431,258007.549,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.0028231143951416,0.0021389722824096,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1222.0,63232.667,0.0,0.0,0.003,0.0,0.001,0.0,0.002023,0.000116,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.476512,2024-07-15 14:49:13.480327,1721026153.476512,1721026153.480327,0.429771,0.433586,0.003816,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,469609.592,559757.862,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0009750525156656,0.0007629871368408,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1035.5,63937.167,0.0,0.0,0.001,0.0,0.001,0.0,0.000801,0.000153,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.530966,2024-07-15 14:49:13.532705,1721026153.530966,1721026153.532705,0.484225,0.485964,0.00174,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,510337.461,611485.426,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007450580596923,0.0008695125579833,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1016.0,63890.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000712,0.000158,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:13.543039,2024-07-15 14:49:13.547255,1721026153.543039,1721026153.547255,0.496298,0.500514,0.004217,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,212475.553,261800.234,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.0027999877929687,0.0021079778671264,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1204.0,63200.667,0.0,0.0,0.003,0.0,0.001,0.0,0.002024,8.4e-05,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.583575,2024-07-15 14:49:13.587301,1721026153.583575,1721026153.587301,0.536834,0.54056,0.003727,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,480814.953,573114.252,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0009229977925618,0.0007452011108398,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,995.5,63842.167,0.0,0.0,0.001,0.0,0.001,0.0,0.00083,9.4e-05,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.637638,2024-07-15 14:49:13.639310,1721026153.637638,1721026153.63931,0.590897,0.592569,0.001673,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,530849.317,636062.695,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007400512695312,0.00083589553833,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,976.0,63795.0,0.0,0.0,0.001,0.0,0.001,0.0,0.00072,0.000116,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:13.647676,2024-07-15 14:49:13.651751,1721026153.647676,1721026153.651751,0.600935,0.60501,0.004076,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,219820.641,270850.432,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.0026760101318359,0.0020375251770019,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1186.0,63168.667,0.0,0.0,0.003,0.0,0.001,0.0,0.001933,0.000105,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.689635,2024-07-15 14:49:13.693355,1721026153.689635,1721026153.693355,0.642894,0.646614,0.003721,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,481585.134,574032.281,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0009296735127766,0.0007440090179443,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,955.5,63747.167,0.0,0.0,0.001,0.0,0.001,0.0,0.000773,0.000152,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.743871,2024-07-15 14:49:13.745583,1721026153.743871,1721026153.745583,0.69713,0.698842,0.001713,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,518363.428,621102.126,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007388591766357,0.0008560419082641,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,936.0,63700.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000742,0.000114,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:13.752132,2024-07-15 14:49:13.756167,1721026153.752132,1721026153.756167,0.705391,0.709426,0.004036,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,222002.2,273538.425,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.0026891231536865,0.0020174980163574,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1168.0,63136.667,0.0,0.0,0.003,0.0,0.001,0.0,0.001933,8.5e-05,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.796012,2024-07-15 14:49:13.800278,1721026153.796012,1721026153.800278,0.749271,0.753537,0.004267,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,419964.864,500583.119,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.001116673151652,0.0008532047271728,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,915.5,63652.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000935,0.000136,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.850902,2024-07-15 14:49:13.852624,1721026153.850902,1721026153.852624,0.804161,0.805883,0.001723,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,515422.336,617578.115,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007319450378417,0.0008609294891357,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,896.0,63605.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000713,0.000148,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:13.857183,2024-07-15 14:49:13.861211,1721026153.857183,1721026153.861211,0.810442,0.81447,0.004029,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,222383.169,274007.833,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.0026221275329589,0.0020140409469604,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1150.0,63104.667,0.0,0.0,0.002,0.0,0.001,0.0,0.00189,0.000124,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.903376,2024-07-15 14:49:13.907278,1721026153.903376,1721026153.907278,0.856635,0.860537,0.003903,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,459138.885,547277.154,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0009787082672119,0.0007803916931152,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,875.5,63557.167,0.0,0.0,0.001,0.0,0.001,0.0,0.000827,0.000155,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:13.958016,2024-07-15 14:49:13.959668,1721026153.958016,1721026153.959668,0.911275,0.912927,0.001653,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,537204.323,643677.252,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.000723123550415,0.0008260011672973,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,856.0,63510.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000715,0.000111,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:13.961935,2024-07-15 14:49:13.966284,1721026153.961935,1721026153.966284,0.915194,0.919543,0.00435,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,205977.329,253793.494,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.002932071685791,0.0021744966506958,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1132.0,63072.667,0.0,0.0,0.003,0.0,0.001,0.0,0.002082,9.3e-05,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:14.010709,2024-07-15 14:49:14.014281,1721026154.010709,1721026154.014281,0.963968,0.96754,0.003573,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,501541.126,597819.11,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0008766651153564,0.0007143974304199,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,835.5,63462.167,0.0,0.0,0.001,0.0,0.001,0.0,0.000749,0.000145,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:14.064848,2024-07-15 14:49:14.066653,1721026154.064848,1721026154.066653,1.018107,1.019912,0.001806,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,491676.095,589125.411,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.000741958618164,0.0009025335311889,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,816.0,63415.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000747,0.000156,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:14.066624,2024-07-15 14:49:14.070928,1721026154.066624,1721026154.070928,1.019883,1.024187,0.004305,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,208121.833,256435.83,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.0026981830596923,0.0021520853042602,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1114.0,63040.667,0.0,0.0,0.003,0.0,0.001,0.0,0.002043,0.00011,BENIGN
90:8d:6e:c9:9d:d8,ff:ff:ff:ff:ff:ff,90:8d:6e:c9:9d:d8,ff:ff:ff:ff:ff:ff,,,ARP,2024-07-15 14:49:14.081884,2024-07-15 14:49:14.081884,1721026154.081884,1721026154.081884,1.035143,1.035143,1e-06,1,0,60,0,60.0,,60.0,,60.0,,480000000.0,0.0,56,0,56.0,,56.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:14.118234,2024-07-15 14:49:14.122435,1721026154.118234,1721026154.122435,1.071493,1.075694,0.004202,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,426445.952,508308.345,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0010653336842854,0.0008402347564697,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,795.5,63367.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000904,0.000136,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:14.171672,2024-07-15 14:49:14.175939,1721026154.171672,1721026154.175939,1.124931,1.129198,0.004268,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,209935.512,258670.541,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.0028088092803955,0.0021334886550903,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1096.0,63008.667,0.0,0.0,0.003,0.0,0.001,0.0,0.002022,0.000111,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:14.173016,2024-07-15 14:49:14.176641,1721026154.173016,1721026154.176641,1.126275,1.1299,0.003626,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,244903.627,293443.085,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0023958683013916,0.00181245803833,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,776.0,63320.0,0.0,0.0,0.002,0.0,0.001,0.0,0.001689,0.000123,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:14.227202,2024-07-15 14:49:14.231430,1721026154.227202,1721026154.23143,1.180461,1.184689,0.004229,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,423729.306,505070.2,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.001077651977539,0.0008456230163574,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,755.5,63272.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000902,0.00014,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:14.276393,2024-07-15 14:49:14.280537,1721026154.276393,1721026154.280537,1.229652,1.233796,0.004145,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,216166.487,266347.993,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.0025758743286132,0.0020719766616821,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1078.0,62976.667,0.0,0.0,0.002,0.0,0.001,0.0,0.001903,0.000169,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:14.281775,2024-07-15 14:49:14.283856,1721026154.281775,1721026154.283856,1.235034,1.237115,0.002082,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,426529.899,511067.356,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0011088848114013,0.0010404586791992,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,736.0,63225.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000922,0.000118,BENIGN
01:15:4e:00:01:00,b8:9b:e4:06:94:e9,01:15:4e:00:01:00,b8:9b:e4:06:94:e9,,,35067,2024-07-15 14:49:14.320130,2024-07-15 14:49:14.320130,1721026154.32013,1721026154.32013,1.273389,1.273389,1e-06,0,1,0,64,,64.0,,64.0,,64.0,0.0,512000000.0,0,60,,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 14:49:14.334394,2024-07-15 14:49:14.338330,1721026154.334394,1721026154.33833,1.287653,1.291589,0.003937,5,6,264,267,59.0,54.0,40.0,40.0,52.8,44.5,536441.944,542537.875,64,27,19.0,14.0,0.0,0.0,12.8,4.5,0.0008872747421264,0.0007872104644775,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.333,0.0,0.0,0.0,0.0,1450.8,63177.167,0.0,0.0,0.001,0.0,0.0,0.0,0.000737,0.000142,BENIGN
192.168.8.150,192.168.8.4,b8:9b:e4:04:39:6c,6c:2b:59:e8:7e:b3,192.168.8.150,192.168.8.4,IPV4-TCP,2024-07-15 14:49:14.381493,2024-07-15 14:49:14.387153,1721026154.381493,1721026154.387153,1.334752,1.340412,0.005661,2,3,112,138,58.0,58.0,54.0,40.0,56.0,46.0,158280.994,195024.796,32,18,18.0,18.0,14.0,0.0,16.0,6.0,0.0042569637298583,0.0028299093246459,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1060.0,62944.667,0.0,0.0,0.004,0.0,0.001,0.0,0.002687,0.000143,BENIGN
