sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,state
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:43.631075,2024-07-15 16:40:43.635075,1721032843.631075,1721032843.635075,0.534529,0.538529,0.004001,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,447867.104,533841.593,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0010303656260172,0.0008000373840332,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1129.5,63037.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000902,8.9e-05,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:43.685770,2024-07-15 16:40:43.687462,1721032843.68577,1721032843.687462,0.589224,0.590916,0.001693,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,524495.147,628449.14,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007071495056152,0.0008460283279418,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1110.0,62990.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000713,0.000133,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:43.737663,2024-07-15 16:40:43.741556,1721032843.737663,1721032843.741556,0.641117,0.64501,0.003894,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,460207.161,548550.5,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0009816487630208,0.000778579711914,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1089.5,62942.167,0.0,0.0,0.001,0.0,0.001,0.0,0.00083,0.000134,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:43.792158,2024-07-15 16:40:43.793919,1721032843.792158,1721032843.793919,0.695612,0.697373,0.001762,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,503916.119,603791.386,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007209777832031,0.0008805990219116,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1070.0,62895.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000767,0.000113,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:43.845157,2024-07-15 16:40:43.849122,1721032843.845157,1721032843.849122,0.748611,0.752576,0.003966,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,451824.766,538558.984,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.001016616821289,0.0007930278778076,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1049.5,62847.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000895,8.6e-05,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:43.900286,2024-07-15 16:40:43.901998,1721032843.900286,1721032843.901998,0.80374,0.805452,0.001713,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,518363.428,621102.126,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007159709930419,0.0008560419082641,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1030.0,62800.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000719,0.000137,BENIGN
90:8d:6e:c9:9d:d8,ff:ff:ff:ff:ff:ff,90:8d:6e:c9:9d:d8,ff:ff:ff:ff:ff:ff,,,ARP,2024-07-15 16:40:43.943321,2024-07-15 16:40:43.943321,1721032843.943321,1721032843.943321,0.846775,0.846775,1e-06,1,0,60,0,60.0,,60.0,,60.0,,480000000.0,0.0,56,0,56.0,,56.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:43.953293,2024-07-15 16:40:43.957174,1721032843.953293,1721032843.957174,0.856747,0.860628,0.003882,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,461620.383,550235.01,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0009899934132893,0.000776195526123,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1009.5,63977.167,0.0,0.0,0.001,0.0,0.001,0.0,0.000839,0.000132,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.007729,2024-07-15 16:40:44.009453,1721032844.007729,1721032844.009453,0.911183,0.912907,0.001725,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,514781.193,616809.897,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007410049438476,0.0008620023727416,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,990.0,64175.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000711,0.000151,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.060068,2024-07-15 16:40:44.064192,1721032844.060068,1721032844.064192,0.963522,0.967646,0.004125,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,434406.91,517797.522,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0010456244150797,0.0008248329162597,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,969.5,64127.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000909,0.000111,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.115650,2024-07-15 16:40:44.117382,1721032844.11565,1721032844.117382,1.019104,1.020836,0.001733,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,512373.421,613924.91,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007400512695312,0.0008660554885864,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,950.0,64080.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000711,0.000155,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.167898,2024-07-15 16:40:44.172186,1721032844.167898,1721032844.172186,1.071352,1.07564,0.004289,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,417817.087,498023.046,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0011219978332519,0.0008575916290283,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,929.5,64032.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000933,0.000138,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.223121,2024-07-15 16:40:44.224746,1721032844.223121,1721032844.224746,1.126575,1.1282,0.001626,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,546104.962,654341.982,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007100105285644,0.0008125305175781,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,910.0,63985.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000705,0.000107,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.275752,2024-07-15 16:40:44.279275,1721032844.275752,1721032844.279275,1.179206,1.182729,0.003524,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,508531.391,606151.256,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.000877300898234,0.0007045745849609,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,889.5,63937.167,0.0,0.0,0.001,0.0,0.001,0.0,0.00073,0.000149,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.329458,2024-07-15 16:40:44.331179,1721032844.329458,1721032844.331179,1.232912,1.234633,0.001722,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,515707.802,617920.159,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007519721984863,0.0008604526519775,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,870.0,63890.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000747,0.000113,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.381699,2024-07-15 16:40:44.385144,1721032844.381699,1721032844.385144,1.285153,1.288598,0.003446,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,520036.79,619865.281,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0008563200632731,0.0006889820098876,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,849.5,63842.167,0.0,0.0,0.001,0.0,0.001,0.0,0.000727,0.00014,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.435639,2024-07-15 16:40:44.437365,1721032844.435639,1721032844.437365,1.339093,1.340819,0.001727,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,514141.642,616043.589,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007491111755371,0.0008630752563476,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,830.0,63795.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000712,0.000152,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.488865,2024-07-15 16:40:44.493293,1721032844.488865,1721032844.493293,1.392319,1.396747,0.004429,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,404592.461,482259.764,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0011576811472574,0.0008856296539306,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,809.5,63747.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000942,0.000163,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.543568,2024-07-15 16:40:44.545288,1721032844.543568,1721032844.545288,1.447022,1.448742,0.001721,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,515922.109,618176.942,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007398128509521,0.0008600950241088,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,790.0,63700.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000713,0.000148,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.596479,2024-07-15 16:40:44.600121,1721032844.596479,1721032844.600121,1.499933,1.503575,0.003643,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,491891.177,586316.716,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0009186267852783,0.000728416442871,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,769.5,63652.167,0.0,0.0,0.001,0.0,0.001,0.0,0.000785,0.000127,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.651178,2024-07-15 16:40:44.652922,1721032844.651178,1721032844.652922,1.554632,1.556376,0.001745,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,508873.217,609730.972,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007538795471191,0.0008720159530639,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,750.0,63605.0,0.0,0.0,0.001,0.0,0.001,0.0,0.00074,0.000132,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.703995,2024-07-15 16:40:44.708281,1721032844.703995,1721032844.708281,1.607449,1.611735,0.004287,5,6,264,267,59.0,54.0,40.0,40.0,52.8,44.5,492646.367,498244.621,64,27,19.0,14.0,0.0,0.0,12.8,4.5,0.0008352994918823,0.0008572101593017,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.333,0.0,0.0,0.0,0.0,1168.0,63557.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000963,0.000143,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.758544,2024-07-15 16:40:44.760384,1721032844.758544,1721032844.760384,1.661998,1.663838,0.001841,3,3,151,133,57.0,53.0,40.0,40.0,50.333,44.333,656124.287,577910.796,31,13,17.0,13.0,0.0,0.0,10.333,4.333,0.0006614923477172,0.0009200572967529,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,1443.0,63510.0,0.0,0.0,0.001,0.0,0.0,0.0,0.000656,0.000117,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.811000,2024-07-15 16:40:44.815256,1721032844.811,1721032844.815256,1.714454,1.71871,0.004257,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,420952.729,501760.619,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0010983943939208,0.0008512020111083,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1422.5,63462.167,0.0,0.0,0.002,0.0,0.001,0.0,0.000916,0.000138,BENIGN
01:15:4e:00:01:00,b8:9b:e4:04:39:6c,01:15:4e:00:01:00,b8:9b:e4:04:39:6c,,,35067,2024-07-15 16:40:44.840198,2024-07-15 16:40:44.840198,1721032844.840198,1721032844.840198,1.743652,1.743652,1e-06,0,1,0,64,,64.0,,64.0,,64.0,0.0,512000000.0,0,60,,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.865512,2024-07-15 16:40:44.867190,1721032844.865512,1721032844.86719,1.768966,1.770644,0.001679,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,528889.405,633714.332,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0006880760192871,0.0008389949798583,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1403.0,63415.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000739,0.0001,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.918232,2024-07-15 16:40:44.922301,1721032844.918232,1721032844.922301,1.821686,1.825755,0.00407,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,440285.116,524804.134,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0010299682617187,0.0008138179779052,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1382.5,63367.167,0.0,0.0,0.001,0.0,0.001,0.0,0.000869,0.000132,BENIGN
90:8d:6e:c9:9d:d8,ff:ff:ff:ff:ff:ff,90:8d:6e:c9:9d:d8,ff:ff:ff:ff:ff:ff,,,ARP,2024-07-15 16:40:44.967280,2024-07-15 16:40:44.967280,1721032844.96728,1721032844.96728,1.870734,1.870734,1e-06,1,0,60,0,60.0,,60.0,,60.0,,480000000.0,0.0,56,0,56.0,,56.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:44.972765,2024-07-15 16:40:44.974436,1721032844.972765,1721032844.974436,1.876219,1.87789,0.001672,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,531076.396,636334.78,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007510185241699,0.0008355379104614,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1363.0,63320.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000754,8.2e-05,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:45.025307,2024-07-15 16:40:45.029291,1721032845.025307,1721032845.029291,1.928761,1.932745,0.003985,4,6,224,267,59.0,54.0,54.0,40.0,56.0,44.5,449689.206,536013.473,64,27,19.0,14.0,14.0,0.0,16.0,4.5,0.0010026295979817,0.0007967948913574,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1342.5,63272.167,0.0,0.0,0.001,0.0,0.001,0.0,0.000838,0.000155,BENIGN
192.168.8.150,192.168.8.16,b8:9b:e4:04:39:6c,54:bf:64:9e:1c:a3,192.168.8.150,192.168.8.16,IPV4-TCP,2024-07-15 16:40:45.079725,2024-07-15 16:40:45.081464,1721032845.079725,1721032845.081464,1.983179,1.984918,0.00174,2,3,111,133,57.0,53.0,54.0,40.0,55.5,44.333,510337.461,611485.426,31,13,17.0,13.0,14.0,0.0,15.5,4.333,0.0007529258728027,0.0008695125579833,60.0,128.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1323.0,63225.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000714,0.000156,BENIGN
