sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,state
68:dd:b7:61:00:22,ff:ff:ff:ff:ff:ff,68:dd:b7:61:00:22,ff:ff:ff:ff:ff:ff,,,ARP,2024-07-10 17:06:44.204387,2024-07-10 17:06:44.204387,1720602404.204387,1720602404.204387,2.793596,2.793596,1e-06,1,0,60,0,60.0,,60.0,,60.0,,480000000.0,0.0,56,0,56.0,,56.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:44.435859,2024-07-10 17:06:44.436954,1720602404.435859,1720602404.436954,3.025068,3.026163,0.001096,1,1,47,155,47.0,155.0,47.0,155.0,47.0,155.0,343047.998,1131328.505,7,115,7.0,115.0,7.0,115.0,7.0,115.0,,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62992.0,8192.0,0.0,0.0,0.001,,0.001,,0.001095,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:44.548227,2024-07-10 17:06:44.548227,1720602404.548227,1720602404.548227,3.137436,3.137436,1e-06,0,1,0,40,,40.0,,40.0,,40.0,0.0,320000000.0,0,0,,0.0,,0.0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8192.0,,0.0,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:44.974106,2024-07-10 17:06:44.983402,1720602404.974106,1720602404.983402,3.563315,3.572611,0.009297,5,5,355,985,71.0,265.0,71.0,121.0,71.0,197.0,305476.843,847590.676,155,785,31.0,225.0,31.0,81.0,31.0,157.0,0.002166211605072,0.0021247267723083,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63151.8,8192.0,0.0,0.0,0.002,0.001,0.001,0.001,0.001184,0.000912,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:45.025113,2024-07-10 17:06:45.025113,1720602405.025113,1720602405.025113,3.614322,3.614322,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,128.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,64240.0,,0.0,,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:45.336543,2024-07-10 17:06:45.337926,1720602405.336543,1720602405.337926,3.925752,3.927135,0.001384,1,1,47,155,47.0,155.0,47.0,155.0,47.0,155.0,271710.115,896065.274,7,115,7.0,115.0,7.0,115.0,7.0,115.0,,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62877.0,8192.0,0.0,0.0,0.001,,0.001,,0.001383,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:45.448208,2024-07-10 17:06:45.448208,1720602405.448208,1720602405.448208,4.037417,4.037417,1e-06,0,1,0,40,,40.0,,40.0,,40.0,0.0,320000000.0,0,0,,0.0,,0.0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8192.0,,0.0,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:46.166181,2024-07-10 17:06:46.175753,1720602406.166181,1720602406.175753,4.75539,4.764962,0.009573,5,5,355,985,71.0,265.0,71.0,121.0,71.0,197.0,296666.809,823145.935,155,785,31.0,225.0,31.0,81.0,31.0,157.0,0.0021132230758666,0.0022465586662292,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63936.8,8192.0,0.0,0.0,0.002,0.001,0.001,0.001,0.001388,0.000804,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:46.216480,2024-07-10 17:06:46.237372,1720602406.21648,1720602406.237372,4.805689,4.826581,0.020893,2,1,87,155,47.0,155.0,40.0,155.0,43.5,155.0,33312.744,59350.292,7,115,7.0,115.0,0.0,115.0,3.5,115.0,0.0208919048309326,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,63847.5,8192.0,0.0,0.0,0.001,,0.001,,0.001213,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:46.348211,2024-07-10 17:06:46.348211,1720602406.348211,1720602406.348211,4.93742,4.93742,1e-06,0,1,0,40,,40.0,,40.0,,40.0,0.0,320000000.0,0,0,,0.0,,0.0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8192.0,,0.0,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:47.136522,2024-07-10 17:06:47.137417,1720602407.136522,1720602407.137417,5.725731,5.726626,0.000896,1,1,47,155,47.0,155.0,47.0,155.0,47.0,155.0,419631.923,1383892.513,7,115,7.0,115.0,7.0,115.0,7.0,115.0,,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64125.0,8192.0,0.0,0.0,0.001,,0.001,,0.000895,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:47.248280,2024-07-10 17:06:47.248280,1720602407.24828,1720602407.24828,5.837489,5.837489,1e-06,0,1,0,40,,40.0,,40.0,,40.0,0.0,320000000.0,0,0,,0.0,,0.0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8192.0,,0.0,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:47.350475,2024-07-10 17:06:47.399661,1720602407.350475,1720602407.399661,5.939684,5.98887,0.049187,6,5,395,985,71.0,265.0,40.0,121.0,65.833,197.0,64244.629,160204.961,155,785,31.0,225.0,0.0,81.0,25.833,157.0,0.0098371982574462,0.0017725229263305,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.833,1.0,0.0,0.0,0.0,0.0,63333.167,8192.0,0.0,0.0,0.041,0.001,0.001,0.001,0.009066,0.000771,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:47.803019,2024-07-10 17:06:47.804227,1720602407.803019,1720602407.804227,6.392228,6.393436,0.001209,1,1,47,89,47.0,89.0,47.0,89.0,47.0,89.0,310983.608,588883.854,7,49,7.0,49.0,7.0,49.0,7.0,49.0,,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64240.0,8192.0,0.0,0.0,0.001,,0.001,,0.001208,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:47.903000,2024-07-10 17:06:47.948187,1720602407.903,1720602407.948187,6.492209,6.537396,0.045188,1,2,47,129,47.0,89.0,47.0,40.0,47.0,64.5,8320.794,22837.923,7,49,7.0,49.0,7.0,0.0,7.0,24.5,,0.0451869964599609,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,64076.0,8192.0,0.0,0.0,0.001,,0.001,,0.001108,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:48.036272,2024-07-10 17:06:48.037229,1720602408.036272,1720602408.037229,6.625481,6.626438,0.000958,1,1,47,155,47.0,155.0,47.0,155.0,47.0,155.0,392479.354,1294346.805,7,115,7.0,115.0,7.0,115.0,7.0,115.0,,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63961.0,8192.0,0.0,0.0,0.001,,0.001,,0.000957,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:48.148250,2024-07-10 17:06:48.148250,1720602408.14825,1720602408.14825,6.737459,6.737459,1e-06,0,1,0,40,,40.0,,40.0,,40.0,0.0,320000000.0,0,0,,0.0,,0.0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8192.0,,0.0,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:48.541324,2024-07-10 17:06:48.551894,1720602408.541324,1720602408.551894,7.130533,7.141103,0.010571,5,5,355,985,71.0,265.0,71.0,121.0,71.0,197.0,268658.288,745432.15,155,785,31.0,225.0,31.0,81.0,31.0,157.0,0.0024827718734741,0.0025004744529724,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63936.8,8192.0,0.0,0.0,0.003,0.001,0.001,0.001,0.001724,0.000735,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:48.593969,2024-07-10 17:06:48.593969,1720602408.593969,1720602408.593969,7.183178,7.183178,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,128.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,63455.0,,0.0,,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:48.935865,2024-07-10 17:06:48.937231,1720602408.935865,1720602408.937231,7.525074,7.52644,0.001367,1,1,47,155,47.0,155.0,47.0,155.0,47.0,155.0,275027.008,907003.963,7,115,7.0,115.0,7.0,115.0,7.0,115.0,,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63846.0,8192.0,0.0,0.0,0.001,,0.001,,0.001366,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:49.048230,2024-07-10 17:06:49.048230,1720602409.04823,1720602409.04823,7.637439,7.637439,1e-06,0,1,0,40,,40.0,,40.0,,40.0,0.0,320000000.0,0,0,,0.0,,0.0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8192.0,,0.0,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:49.727035,2024-07-10 17:06:49.735281,1720602409.727035,1720602409.735281,8.316244,8.32449,0.008247,5,5,355,985,71.0,265.0,71.0,121.0,71.0,197.0,344369.946,955505.344,155,785,31.0,225.0,31.0,81.0,31.0,157.0,0.001868724822998,0.0018249750137329,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63151.8,8192.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001104,0.000766,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:49.777155,2024-07-10 17:06:49.777155,1720602409.777155,1720602409.777155,8.366364,8.366364,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,128.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,64240.0,,0.0,,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:49.836407,2024-07-10 17:06:49.837679,1720602409.836407,1720602409.837679,8.425616,8.426888,0.001273,1,1,47,155,47.0,155.0,47.0,155.0,47.0,155.0,295373.836,974105.205,7,115,7.0,115.0,7.0,115.0,7.0,115.0,,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63731.0,8192.0,0.0,0.0,0.001,,0.001,,0.001272,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:49.948119,2024-07-10 17:06:49.948119,1720602409.948119,1720602409.948119,8.537328,8.537328,1e-06,0,1,0,40,,40.0,,40.0,,40.0,0.0,320000000.0,0,0,,0.0,,0.0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8192.0,,0.0,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:50.735824,2024-07-10 17:06:50.736899,1720602410.735824,1720602410.736899,9.325033,9.326108,0.001076,1,1,47,155,47.0,155.0,47.0,155.0,47.0,155.0,349510.282,1152640.292,7,115,7.0,115.0,7.0,115.0,7.0,115.0,,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63616.0,8192.0,0.0,0.0,0.001,,0.001,,0.001075,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:50.848166,2024-07-10 17:06:50.848166,1720602410.848166,1720602410.848166,9.437375,9.437375,1e-06,0,1,0,40,,40.0,,40.0,,40.0,0.0,320000000.0,0,0,,0.0,,0.0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8192.0,,0.0,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:50.912167,2024-07-10 17:06:50.922138,1720602410.912167,1720602410.922138,9.501376,9.511347,0.009972,5,5,355,985,71.0,265.0,71.0,121.0,71.0,197.0,284800.192,790220.25,155,785,31.0,225.0,31.0,81.0,31.0,157.0,0.0023354887962341,0.0023442506790161,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63936.8,8192.0,0.0,0.0,0.003,0.001,0.001,0.001,0.001497,0.000796,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:50.964019,2024-07-10 17:06:50.964019,1720602410.964019,1720602410.964019,9.553228,9.553228,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,128.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,63455.0,,0.0,,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:51.635537,2024-07-10 17:06:51.636575,1720602411.635537,1720602411.636575,10.224746,10.225784,0.001039,1,1,47,155,47.0,155.0,47.0,155.0,47.0,155.0,361860.485,1193369.684,7,115,7.0,115.0,7.0,115.0,7.0,115.0,,,128.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63501.0,8192.0,0.0,0.0,0.001,,0.001,,0.001038,,BENIGN
192.168.10.112,255.255.255.255,90:8d:6e:c9:9d:d8,ff:ff:ff:ff:ff:ff,192.168.10.112,255.255.255.255,IPV4-UDP,2024-07-10 17:06:51.725852,2024-07-10 17:06:51.725852,1720602411.725852,1720602411.725852,10.315061,10.315061,1e-06,1,0,101,0,101.0,,101.0,,101.0,,808000000.0,0.0,49,0,49.0,,49.0,,49.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,BENIGN
192.168.10.100,192.168.10.11,70:b5:e8:70:3d:96,ac:64:17:f4:b3:a8,192.168.10.100,192.168.10.11,IPV4-TCP,2024-07-10 17:06:51.748133,2024-07-10 17:06:51.748133,1720602411.748133,1720602411.748133,10.337342,10.337342,1e-06,0,1,0,40,,40.0,,40.0,,40.0,0.0,320000000.0,0,0,,0.0,,0.0,,0.0,,,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8192.0,,0.0,,,,,,,BENIGN
